source: https://www.neonscience.org/dc-convert-date-time-POSIX-r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,datetime,jd,airt,f.airt,rh,f.rh,dewp,f.dewp,prec,f.prec,slrr,f.slrr,parr,f.parr,netr,f.netr,bar,f.bar,wspd,f.wspd,wres,f.wres,wdir,f.wdir,wdev,f.wdev,gspd,f.gspd,s10t,f.s10t
140762,2009-01-06 6:45,6,-8.9,,81,,-11.5,,0,,0,,0,,-48,,1010,,0.7,,0.7,,284,,23,,2.8,,1.1,
140763,2009-01-06 7:00,6,-9.1,,83,,-11.5,,0,,0,,0,,-48,,1010,,0.1,,0.1,,299,,26,,0.7,,1.1,
140764,2009-01-06 7:15,6,-9.5,,84,,-11.6,,0,,1,,2,,-49,,1010,,0.1,,0.1,,231,,14,,1,,1.1,
140765,2009-01-06 7:30,6,-9.6,,86,,-11.6,,0,,4,,10,,-48,,1010,,0.4,,0.3,,71,,29,,0.9,,1.1,
140766,2009-01-06 7:45,6,-9.9,,87,,-11.7,,0,,10,,24,,-41,,1010,,0.3,,0.2,,16,,30,,1.1,,1.1,
140767,2009-01-06 8:00,6,-9.7,,86,,-11.5,,0,,19,,44,,-40,,1011,,0.5,,0.5,,292,,30,,2.1,,1.1,
140768,2009-01-06 8:15,6,-9.3,,85,,-11.3,,0,,34,,69,,-33,,1011,,0.4,,0.4,,272,,20,,1.7,,1.1,
140769,2009-01-06 8:30,6,-9.2,,84,,-11.5,,0,,44,,87,,-32,,1011,,0.2,,0.1,,208,,37,,1.2,,1.1,
140770,2009-01-06 8:45,6,-9,,83,,-11.4,,0,,56,,112,,-28,,1011,,0.2,,0.2,,167,,21,,1,,1.1,
140771,2009-01-06 9:00,6,-8.6,,81,,-11.3,,0,,85,,161,,-16,,1011,,0.3,,0.2,,198,,37,,1.8,,1.1,
140772,2009-01-06 9:15,6,-7.8,,77,,-11,,0,,116,,213,,-8,,1011,,1,,0.9,,254,,18,,2.4,,1.1,
140773,2009-01-06 9:30,6,-7,,73,,-11.1,,0,,112,,212,,-17,,1011,,0.6,,0.6,,251,,18,,2.1,,1.1,
140774,2009-01-06 9:45,6,-6.6,,71,,-11,,0,,126,,238,,-16,,1011,,0.7,,0.6,,250,,14,,1.6,,1.1,
140775,2009-01-06 10:00,6,-6.2,,70,,-10.9,,0,,142,,269,,-18,,1011,,0.8,,0.7,,255,,17,,2.1,,1.1,
140776,2009-01-06 10:15,6,-6.1,,69,,-10.9,,0,,100,,204,,-32,,1011,,0.9,,0.8,,247,,19,,2.3,,1.1,
140777,2009-01-06 10:30,6,-6,,69,,-10.8,,0,,127,,247,,-19,,1012,,0.6,,0.5,,272,,25,,1.8,,1.1,
140778,2009-01-06 10:45,6,-5.2,,65,,-10.8,,0,,239,,442,,2,,1011,,1,,1,,278,,16,,2.5,,1.1,
140779,2009-01-06 11:00,6,-4.9,,63,,-10.9,,0,,180,,348,,-17,,1011,,1.4,,1.3,,283,,22,,4,,1.1,
140780,2009-01-06 11:15,6,-4.9,,62,,-11,,0,,179,,347,,-17,,1011,,1.5,,1.4,,265,,21,,3.8,,1.1,
140781,2009-01-06 11:30,6,-5,,63,,-11.1,,0,,159,,319,,-23,,1011,,1.7,,1.6,,260,,20,,3.8,,1.1,
140782,2009-01-06 11:45,6,-4,,59,,-10.9,,0,,379,,694,,23,,1011,,1.7,,1.5,,269,,21,,3.5,,1,
140783,2009-01-06 12:00,6,-3,,55,,-10.8,,0,,443,,804,,33,,1011,,1.9,,1.6,,270,,32,,4.7,,1,
140784,2009-01-06 12:15,6,-2.6,,53,,-10.9,,0,,438,,803,,36,,1010,,2,,1.8,,260,,26,,4.1,,1.1,
140785,2009-01-06 12:30,6,-2.3,,51,,-11.1,,0,,430,,793,,41,,1010,,2.3,,2.1,,262,,21,,4.5,,1.1,
140786,2009-01-06 12:45,6,-1.7,,48,,-11.2,,0,,421,,777,,26,,1010,,1.9,,1.7,,270,,26,,5.1,,1,
140787,2009-01-06 13:00,6,-1.3,,46,,-11.5,,0,,408,,755,,33,,1010,,1.9,,1.6,,263,,28,,4.6,,1,
140788,2009-01-06 13:15,6,-1.2,,45,,-11.7,,0,,389,,721,,27,,1010,,2,,1.7,,258,,33,,4.6,,1,
140789,2009-01-06 13:30,6,-1,,42,,-12.2,,0,,356,,665,,23,,1009,,1.8,,1.7,,280,,23,,3.7,,1,
140790,2009-01-06 13:45,6,-0.7,,41,,-12.4,,0,,350,,650,,19,,1009,,1.7,,1.5,,265,,25,,3.7,,1,
140791,2009-01-06 14:00,6,-0.4,,41,,-12.2,,0,,334,,619,,21,,1009,,1.9,,1.7,,254,,25,,4.1,,1,
140792,2009-01-06 14:15,6,-0.3,,39,,-12.5,,0,,308,,569,,14,,1009,,1.6,,1.5,,290,,24,,3.5,,1,
140793,2009-01-06 14:30,6,-0.5,,41,,-12.3,,0,,277,,508,,5,,1009,,1.9,,1.7,,286,,28,,4.8,,1,
140794,2009-01-06 14:45,6,-0.3,,40,,-12.2,,0,,242,,443,,-4,,1009,,2.1,,1.9,,252,,26,,4.8,,1,
140795,2009-01-06 15:00,6,-0.7,,42,,-12.1,,0,,169,,317,,-28,,1009,,1.9,,1.8,,246,,23,,4,,1,
140796,2009-01-06 15:15,6,-1,,43,,-12,,0,,131,,240,,-19,,1009,,1.5,,1.4,,267,,25,,3.3,,1,
140797,2009-01-06 15:30,6,-1.4,,45,,-11.7,,0,,73,,143,,-24,,1009,,1.4,,1.3,,251,,23,,3.6,,1,
140798,2009-01-06 15:45,6,-2,,50,,-11.1,,0,,45,,86,,-17,,1009,,1.6,,1.5,,242,,19,,4.1,,1,
140799,2009-01-06 16:00,6,-2.3,,52,,-10.9,,0,,25,,47,,-9,,1009,,1,,0.9,,224,,24,,2.7,,1,
140800,2009-01-06 16:15,6,-2.4,,53,,-10.7,,0,,11,,20,,-8,,1009,,1,,0.9,,212,,25,,2.5,,1,
140801,2009-01-06 16:30,6,-2.6,,54,,-10.5,,0,,2,,6,,-9,,1009,,0.8,,0.7,,221,,26,,2.2,,1,
140802,2009-01-06 16:45,6,-2.6,,55,,-10.5,,0,,0,,1,,-5,,1009,,1.3,,1.2,,233,,16,,2.5,,1,
140803,2009-01-06 17:00,6,-2.6,,55,,-10.4,,0,,0,,0,,-8,,1009,,1.2,,1.1,,235,,21,,3,,1,
140804,2009-01-06 17:15,6,-2.7,,55,,-10.5,,0,,0,,0,,-5,,1009,,0.7,,0.6,,191,,35,,2.2,,1,
140805,2009-01-06 17:30,6,-2.7,,53,,-10.8,,0,,0,,0,,-4,,1009,,0.5,,0.4,,201,,26,,1.2,,1,
140806,2009-01-06 17:45,6,-2.7,,54,,-10.6,,0,,0,,0,,-4,,1009,,0.2,,0,,33,,57,,0.8,,1,
140807,2009-01-06 18:00,6,-2.7,,55,,-10.4,,0,,0,,0,,-4,,1009,,0.5,,0.4,,167,,32,,1.3,,1,
140808,2009-01-06 18:15,6,-2.7,,54,,-10.7,,0,,0,,0,,-5,,1009,,0.9,,0.8,,169,,18,,2,,1,
140809,2009-01-06 18:30,6,-2.7,,55,,-10.5,,0,,0,,0,,-5,,1009,,0.8,,0.7,,200,,27,,2.5,,1,
140810,2009-01-06 18:45,6,-2.8,,56,,-10.5,,0,,0,,0,,-4,,1008,,0.8,,0.7,,173,,19,,2.3,,1,
140811,2009-01-06 19:00,6,-2.9,,57,,-10.3,,0,,0,,0,,-4,,1008,,0.6,,0.6,,131,,17,,1.5,,1,
140812,2009-01-06 19:15,6,-3,,58,,-10.1,,0,,0,,0,,-5,,1008,,0.4,,0.4,,122,,16,,1.2,,1,
140813,2009-01-06 19:30,6,-3,,57,,-10.4,,0,,0,,0,,-4,,1008,,0.5,,0.5,,82,,18,,1.2,,1,
140814,2009-01-06 19:45,6,-2.9,,57,,-10.2,,0,,0,,0,,-3,,1009,,0.1,,0.1,,93,,16,,0.7,,1,
140815,2009-01-06 20:00,6,-2.9,,57,,-10.3,,0,,0,,0,,-2,,1009,,0.1,,0.1,,119,,0,,0.3,,1,
140816,2009-01-06 20:15,6,-2.9,,60,,-9.6,,0,,0,,0,,-3,,1009,,0.3,,0.3,,65,,21,,1,,1,
140817,2009-01-06 20:30,6,-3,,61,,-9.5,,0,,0,,0,,-4,,1008,,0.4,,0.3,,123,,22,,0.8,,1,
140818,2009-01-06 20:45,6,-3,,61,,-9.4,,0,,0,,0,,-2,,1008,,0.7,,0.6,,79,,19,,1.4,,1,
140819,2009-01-06 21:00,6,-3,,59,,-9.8,,0,,0,,0,,-1,,1008,,0.7,,0.7,,79,,18,,1.7,,1,
140820,2009-01-06 21:15,6,-3,,60,,-9.8,,0,,0,,0,,-1,,1007,,0.9,,0.8,,117,,23,,1.8,,1,
140821,2009-01-06 21:30,6,-3,,60,,-9.8,,0,,0,,0,,-1,,1008,,0.5,,0.5,,97,,19,,1.4,,1,
140822,2009-01-06 21:45,6,-3,,60,,-9.8,,0,,0,,0,,-1,,1008,,0.3,,0.3,,164,,14,,0.9,,1,
140823,2009-01-06 22:00,6,-3,,61,,-9.4,,0,,0,,0,,-1,,1007,,0.7,,0.6,,157,,25,,1.3,,1,
140824,2009-01-06 22:15,6,-3,,61,,-9.5,,0,,0,,0,,-2,,1007,,0.4,,0.3,,151,,22,,1,,1,
140825,2009-01-06 22:30,6,-3,,62,,-9.4,,0,,0,,0,,-4,,1007,,0.8,,0.8,,153,,17,,1.6,,1,
140826,2009-01-06 22:45,6,-3.1,,61,,-9.5,,0,,0,,0,,-3,,1007,,0.7,,0.6,,168,,14,,1.5,,1,
140827,2009-01-06 23:00,6,-3.1,,60,,-9.7,,0,,0,,0,,-3,,1007,,0.6,,0.6,,174,,20,,1.6,,1,
140828,2009-01-06 23:15,6,-3.1,,60,,-9.7,,0,,0,,0,,-4,,1007,,0.5,,0.4,,116,,26,,1.1,,1,
140829,2009-01-06 23:30,6,-3.2,,61,,-9.7,,0,,0,,0,,-7,,1007,,0.4,,0.4,,82,,16,,1.4,,1,
140830,2009-01-06 23:45,6,-3.3,,64,,-9.1,,0,,0,,0,,-10,,1006,,0.4,,0.4,,107,,20,,1.2,,1,
140831,2009-01-07 0:00,6,-3.8,,73,,-8.1,,0,,0,,0,,-15,,1006,,0.9,,0.9,,95,,21,,2.3,,1,
140832,2009-01-07 0:15,7,-4.4,,81,,-7.2,,0,,0,,0,,-12,,1006,,1,,0.9,,124,,25,,2.4,,1,
140833,2009-01-07 0:30,7,-4.7,,87,,-6.5,,0,,0,,0,,-9,,1006,,0.9,,0.8,,135,,23,,2.1,,1,
140834,2009-01-07 0:45,7,-4.8,,90,,-6.1,,0.3,,0,,0,,-8,,1006,,0.9,,0.8,,114,,28,,2.6,,1,
140835,2009-01-07 1:00,7,-4.9,,92,,-6,,0,,0,,0,,-6,,1005,,0.8,,0.8,,119,,22,,2.5,,1,
140836,2009-01-07 1:15,7,-4.9,,93,,-5.9,,0,,0,,0,,-7,,1005,,1.4,,1.3,,110,,25,,3.3,,1,
140837,2009-01-07 1:30,7,-4.9,,93,,-5.9,,0.3,,0,,0,,-7,,1004,,1.7,,1.5,,108,,25,,3.9,,1,
140838,2009-01-07 1:45,7,-4.9,,93,,-5.9,,0.3,,0,,0,,-6,,1004,,1.1,,1,,105,,27,,2.7,,1,
140839,2009-01-07 2:00,7,-4.9,,94,,-5.8,,0,,0,,0,,-4,,1004,,0.8,,0.7,,89,,29,,2.2,,1,
140840,2009-01-07 2:15,7,-4.9,,94,,-5.7,,0.3,,0,,0,,-4,,1004,,1.2,,1.1,,92,,26,,3.1,,1,
140841,2009-01-07 2:30,7,-4.8,,93,,-5.7,,0.3,,0,,0,,-6,,1004,,1.2,,1,,84,,29,,3.7,,1,
140842,2009-01-07 2:45,7,-4.8,,93,,-5.8,,0.3,,0,,0,,-7,,1004,,1.4,,1.2,,86,,29,,3.4,,1,
140843,2009-01-07 3:00,7,-4.8,,93,,-5.8,,0.3,,0,,0,,-6,,1004,,1.5,,1.3,,86,,28,,3.4,,1,
140844,2009-01-07 3:15,7,-4.8,,93,,-5.8,,0.5,,0,,0,,-5,,1003,,1.6,,1.5,,91,,25,,4.4,,1.1,
140845,2009-01-07 3:30,7,-4.8,,93,,-5.9,,0.3,,0,,0,,-8,,1003,,1.9,,1.7,,87,,27,,5.8,,1.1,
140846,2009-01-07 3:45,7,-4.9,,92,,-5.9,,0.3,,0,,0,,-6,,1003,,1.6,,1.3,,82,,32,,3.5,,1.1,
140847,2009-01-07 4:00,7,-4.9,,93,,-5.9,,0.5,,0,,0,,-5,,1002,,1.8,,1.7,,73,,24,,5.1,,1.1,
140848,2009-01-07 4:15,7,-4.9,,93,,-5.8,,0.5,,0,,0,,-4,,1002,,1.6,,1.4,,79,,29,,4.1,,1.1,
140849,2009-01-07 4:30,7,-5,,94,,-5.8,,0.3,,0,,0,,-4,,1001,,1.9,,1.7,,77,,27,,5.1,,1.1,
140850,2009-01-07 4:45,7,-5,,94,,-5.8,,0.3,,0,,0,,-4,,1001,,2,,1.8,,84,,23,,6.8,,1.1,
140851,2009-01-07 5:00,7,-5,,94,,-5.8,,0.3,,0,,0,,-4,,1001,,1.8,,1.7,,85,,23,,5.1,,1.1,
140852,2009-01-07 5:15,7,-4.9,,94,,-5.7,,0.5,,0,,0,,-2,,1001,,1.9,,1.8,,79,,24,,4.4,,1.1,
140853,2009-01-07 5:30,7,-4.8,,94,,-5.5,,0,,0,,0,,4,,1000,,1.9,,1.6,,75,,28,,4.9,,1.1,
140854,2009-01-07 5:45,7,-4.6,,95,,-5.4,,0.3,,0,,0,,21,,1000,,1.9,,1.7,,76,,23,,4.9,,1.1,
140855,2009-01-07 6:00,7,-4.5,,95,,-5.2,,0,,0,,0,,24,,999,,2.3,,2.1,,88,,25,,5.3,,1.1,
140856,2009-01-07 6:15,7,-4.4,,95,,-5,,0.3,,0,,0,,22,,999,,2.4,,2.1,,82,,27,,6.2,,1.1,
140857,2009-01-07 6:30,7,-4.3,,96,,-4.9,,0,,0,,0,,12,,998,,2.7,,2.4,,85,,25,,8.1,,1.1,
140858,2009-01-07 6:45,7,-4.2,,96,,-4.8,,0,,0,,0,,15,,998,,2.8,,2.5,,84,,28,,8.6,,1.1,
140859,2009-01-07 7:00,7,-4.1,,96,,-4.7,,0.3,,0,,0,,27,,998,,2.7,,2.4,,91,,25,,7.8,,1.1,
140860,2009-01-07 7:15,7,-3.9,,96,,-4.4,,0,,0,,0,,42,,998,,2.5,,2.2,,85,,27,,5.9,,1.1,
140861,2009-01-07 7:30,7,-3.7,,96,,-4.2,,0,,1,,2,,24,,997,,2.3,,2.1,,89,,26,,6.7,,1.1,
140862,2009-01-07 7:45,7,-3.5,,97,,-4,,0.3,,2,,4,,12,,997,,2.5,,2.2,,86,,27,,6,,1.1,
140863,2009-01-07 8:00,7,-3.4,,96,,-3.9,,0.3,,3,,8,,0,,997,,1.9,,1.7,,87,,28,,5.9,,1.1,
140864,2009-01-07 8:15,7,-3.3,,96,,-3.8,,0.3,,11,,22,,3,,996,,2,,1.8,,79,,25,,4.8,,1.1,
140865,2009-01-07 8:30,7,-3.2,,97,,-3.7,,0.3,,12,,26,,-6,,996,,2.1,,1.9,,84,,26,,5,,1.1,
140866,2009-01-07 8:45,7,-3.1,,97,,-3.6,,0.3,,17,,38,,-7,,995,,2.2,,2,,85,,27,,5.3,,1.1,
140867,2009-01-07 9:00,7,-3.1,,97,,-3.6,,0,,8,,21,,-9,,996,,2.1,,1.9,,93,,25,,5,,1.1,
140868,2009-01-07 9:15,7,-3.1,,97,,-3.5,,0.5,,9,,22,,-1,,996,,1.9,,1.7,,79,,27,,3.9,,1.1,
140869,2009-01-07 9:30,7,-2.9,,97,,-3.3,,0.5,,9,,24,,-7,,996,,1.7,,1.5,,79,,26,,5,,1.1,
140870,2009-01-07 9:45,7,-2.8,,97,,-3.2,,0.8,,11,,31,,-6,,996,,1.9,,1.7,,63,,24,,3.9,,1.1,
140871,2009-01-07 10:00,7,-2.6,,98,,-3,,0.8,,10,,29,,16,,996,,1.1,,1,,70,,29,,3.6,,1.1,
140872,2009-01-07 10:15,7,-2.2,,98,,-2.5,,0.8,,17,,44,,15,,995,,1.5,,1.4,,77,,25,,4.4,,1.1,
140873,2009-01-07 10:30,7,-1.9,,98,,-2.1,,1,,25,,61,,21,,994,,2.2,,1.9,,85,,26,,5.6,,1.1,
140874,2009-01-07 10:45,7,-1.6,,98,,-1.8,,0.8,,29,,72,,15,,993,,3.2,,2.9,,89,,24,,7.7,,1.1,
140875,2009-01-07 11:00,7,-1.3,,98,,-1.5,,0.8,,35,,86,,27,,992,,2.8,,2.5,,92,,27,,9.1,,1.1,
140876,2009-01-07 11:15,7,-1.1,,98,,-1.4,,0.5,,28,,72,,11,,992,,2.9,,2.7,,88,,24,,6.3,,1.1,
140877,2009-01-07 11:30,7,-0.8,,98,,-1.1,,0.8,,38,,92,,-1,,992,,2.9,,2.6,,85,,24,,7.3,,1.1,
140878,2009-01-07 11:45,7,-0.7,,98,,-0.9,,1,,35,,83,,-5,,991,,3.4,,3.1,,92,,25,,8.1,,1.1,
140879,2009-01-07 12:00,7,-0.6,,98,,-0.9,,0.8,,38,,87,,-8,,990,,3.1,,2.8,,89,,23,,7.7,,1.1,
140880,2009-01-07 12:15,7,-0.5,,98,,-0.8,,0.5,,66,,143,,-20,,989,,3.7,,3.4,,87,,23,,8.2,,1.1,
140881,2009-01-07 12:30,7,-0.5,,98,,-0.8,,0.5,,54,,119,,-13,,989,,3.3,,3,,88,,24,,7.1,,1.1,
140882,2009-01-07 12:45,7,-0.5,,98,,-0.8,,0.5,,24,,60,,0,,989,,2.9,,2.6,,85,,25,,8.4,,1.1,
140883,2009-01-07 13:00,7,-0.4,,98,,-0.7,,1,,29,,72,,-7,,989,,1.8,,1.5,,80,,30,,4.8,,1.1,
140884,2009-01-07 13:15,7,-0.4,,98,,-0.7,,1,,39,,90,,-12,,989,,1.4,,1.2,,91,,32,,3.6,,1.1,
140885,2009-01-07 13:30,7,-0.3,,98,,-0.6,,0.5,,46,,101,,-11,,988,,2.1,,1.9,,85,,22,,5.4,,1.1,
140886,2009-01-07 13:45,7,-0.3,,98,,-0.6,,0.3,,48,,103,,-10,,988,,2.3,,2.1,,85,,22,,5.4,,1.1,
140887,2009-01-07 14:00,7,-0.3,,98,,-0.6,,0.3,,63,,132,,-10,,987,,2.5,,2.3,,87,,22,,5.2,,1.1,
140888,2009-01-07 14:15,7,-0.3,,98,,-0.6,,0,,55,,119,,-10,,987,,2.2,,2,,82,,23,,4.9,,1.1,
140889,2009-01-07 14:30,7,-0.4,,98,,-0.7,,0.3,,32,,72,,2,,986,,2.1,,2,,81,,21,,5.3,,1.1,
140890,2009-01-07 14:45,7,-0.4,,98,,-0.7,,0,,31,,69,,0,,987,,1.6,,1.4,,90,,25,,4.4,,1.1,
140891,2009-01-07 15:00,7,-0.4,,98,,-0.7,,0.5,,22,,50,,6,,986,,2.2,,2.1,,88,,21,,5,,1.1,
140892,2009-01-07 15:15,7,-0.5,,98,,-0.8,,0.3,,16,,35,,23,,984,,2.5,,2.3,,89,,23,,6.3,,1.1,
140893,2009-01-07 15:30,7,-0.7,,98,,-1,,0,,7,,17,,60,,982,,2.8,,2.6,,89,,22,,6.2,,1.1,
140894,2009-01-07 15:45,7,-0.8,,98,,-1,,0.3,,7,,18,,168,,981,,2.3,,2.1,,90,,23,,5.4,,1.1,
140895,2009-01-07 16:00,7,-0.7,,98,,-1,,0,,9,,20,,5,,982,,1.7,,1.5,,90,,26,,4.5,,1.1,
140896,2009-01-07 16:15,7,-0.8,,98,,-1.1,,0,,3,,8,,-8,,984,,0.6,,0.5,,89,,38,,3,,1.1,
140897,2009-01-07 16:30,7,-0.9,,98,,-1.2,,0,,1,,2,,-7,,984,,0.6,,0.5,,82,,33,,1.6,,1.1,
140898,2009-01-07 16:45,7,-1.1,,98,,-1.3,,0,,0,,0,,-4,,984,,0.5,,0.5,,65,,24,,1.2,,1.1,
140899,2009-01-07 17:00,7,-1.4,,98,,-1.6,,0,,0,,0,,-3,,984,,0.6,,0.6,,63,,19,,1.6,,1.1,
140900,2009-01-07 17:15,7,-1.7,,98,,-1.9,,0,,0,,0,,-3,,984,,0.7,,0.7,,62,,21,,1.7,,1.1,
140901,2009-01-07 17:30,7,-1.9,,99,,-2.1,,0,,0,,0,,-3,,983,,0.8,,0.7,,74,,24,,2,,1.1,
140902,2009-01-07 17:45,7,-2,,99,,-2.2,,0.3,,0,,0,,-4,,983,,0.5,,0.4,,64,,36,,1.7,,1.1,
140903,2009-01-07 18:00,7,-2,,99,,-2.2,,0,,0,,0,,-3,,983,,0.8,,0.4,,52,,53,,2,,1.1,
140904,2009-01-07 18:15,7,-2.1,,99,,-2.2,,0,,0,,0,,-2,,983,,0.6,,0.4,,66,,40,,2.1,,1.1,
140905,2009-01-07 18:30,7,-2.1,,99,,-2.2,,0,,0,,0,,0,,982,,0.7,,0.6,,72,,26,,2.2,,1.1,
140906,2009-01-07 18:45,7,-2.2,,99,,-2.3,,0,,0,,0,,9,,982,,0.6,,0.5,,81,,29,,2,,1.1,
140907,2009-01-07 19:00,7,-2.2,,99,,-2.3,,0.5,,0,,0,,67,,982,,0.4,,0.3,,78,,31,,2.1,,1.1,
140908,2009-01-07 19:15,7,-2,,99,,-2.1,,0.5,,0,,0,,50,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140909,2009-01-07 19:30,7,-1.9,,100,,-2,,0.5,,0,,0,,50,,983,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140910,2009-01-07 19:45,7,-1.7,,100,,-1.8,,0.3,,0,,0,,47,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140911,2009-01-07 20:00,7,-1.7,,100,,-1.8,,0,,0,,0,,11,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140912,2009-01-07 20:15,7,-1.8,,100,,-1.8,,0.3,,0,,0,,24,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140913,2009-01-07 20:30,7,-1.8,,100,,-1.9,,0.3,,0,,0,,38,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140914,2009-01-07 20:45,7,-1.8,,99,,-1.9,,0,,0,,0,,14,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140915,2009-01-07 21:00,7,-1.9,,99,,-2,,0.3,,0,,0,,1,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140916,2009-01-07 21:15,7,-1.9,,99,,-1.9,,0,,0,,0,,2,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140917,2009-01-07 21:30,7,-1.8,,99,,-1.9,,0,,0,,0,,-7,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140918,2009-01-07 21:45,7,-1.9,,99,,-2,,0.5,,0,,0,,-5,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140919,2009-01-07 22:00,7,-2,,99,,-2,,0.3,,0,,0,,-4,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140920,2009-01-07 22:15,7,-2,,99,,-2.1,,0.3,,0,,0,,-2,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140921,2009-01-07 22:30,7,-2.2,,99,,-2.3,,0,,0,,0,,-2,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140922,2009-01-07 22:45,7,-2.3,,99,,-2.4,,0.3,,0,,0,,-3,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140923,2009-01-07 23:00,7,-2.2,,99,,-2.3,,0,,0,,0,,-4,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140924,2009-01-07 23:15,7,-2.1,,99,,-2.2,,0,,0,,0,,-5,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140925,2009-01-07 23:30,7,-2.1,,99,,-2.2,,0.3,,0,,0,,-5,,978,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140926,2009-01-07 23:45,7,-2.1,,99,,-2.2,,0,,0,,0,,-6,,978,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140927,2009-01-08 0:00,7,-2.1,,99,,-2.2,,0,,0,,0,,-1,,978,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140928,2009-01-08 0:15,8,-2.2,,99,,-2.3,,0,,0,,0,,-1,,978,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140929,2009-01-08 0:30,8,-2.2,,99,,-2.3,,0,,0,,0,,-2,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140930,2009-01-08 0:45,8,-2,,99,,-2.1,,0,,0,,0,,-4,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140931,2009-01-08 1:00,8,-1.7,,99,,-1.8,,0,,0,,0,,-7,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140932,2009-01-08 1:15,8,-1.4,,99,,-1.4,,0,,0,,0,,-4,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140933,2009-01-08 1:30,8,-1.2,,100,,-1.2,,0,,0,,0,,-3,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140934,2009-01-08 1:45,8,-1,,100,,-1.1,,0,,0,,0,,-3,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140935,2009-01-08 2:00,8,-0.9,,100,,-0.9,,0,,0,,0,,-3,,979,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140936,2009-01-08 2:15,8,-0.8,,100,,-0.8,,0,,0,,0,,-3,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140937,2009-01-08 2:30,8,-0.7,,100,,-0.7,,0,,0,,0,,-2,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140938,2009-01-08 2:45,8,-0.7,,100,,-0.7,,0,,0,,0,,-1,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140939,2009-01-08 3:00,8,-0.7,,100,,-0.7,,0,,0,,0,,0,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140940,2009-01-08 3:15,8,-0.9,,100,,-0.9,,0.3,,0,,0,,0,,980,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140941,2009-01-08 3:30,8,-1,,100,,-1,,0,,0,,0,,0,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140942,2009-01-08 3:45,8,-1.1,,100,,-1.1,,0,,0,,0,,-2,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140943,2009-01-08 4:00,8,-1.1,,100,,-1.1,,0,,0,,0,,-2,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140944,2009-01-08 4:15,8,-1.1,,100,,-1.1,,0,,0,,0,,-2,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140945,2009-01-08 4:30,8,-1.3,,100,,-1.3,,0,,0,,0,,-6,,981,,0,Q,0,Q,0,Q,0,Q,0,Q,1.1,
140946,2009-01-08 4:45,8,-1.6,,100,,-1.6,,0,,0,,0,,-4,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.2,
140947,2009-01-08 5:00,8,-1.9,,100,,-1.9,,0,,0,,0,,-13,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.2,
140948,2009-01-08 5:15,8,-1.8,,100,,-1.8,,0.3,,0,,0,,-16,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.2,
140949,2009-01-08 5:30,8,-1.9,,100,,-1.9,,0,,0,,0,,-15,,982,,0,Q,0,Q,0,Q,0,Q,0,Q,1.2,
