source: https://www.neonscience.org/dc-convert-date-time-POSIX-r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,datetime,jd,airt,f.airt,rh,f.rh,dewp,f.dewp,prec,f.prec,slrr,f.slrr,parr,f.parr,netr,f.netr,bar,f.bar,wspd,f.wspd,wres,f.wres,wdir,f.wdir,wdev,f.wdev,gspd,f.gspd,s10t,f.s10t
141266,2009-01-11 12:45,11,-8.1,,94,,-8.8,,0,,27,,55,,-34,,1005,,2,,1.8,,322,,24,,5.3,,1.2,
141267,2009-01-11 13:00,11,-7.9,,94,,-8.6,,0.3,,42,,86,,-57,,1005,,2.3,,2,,319,,25,,5.8,,1.2,
141268,2009-01-11 13:15,11,-7.5,,95,,-8.3,,0,,59,,117,,-59,,1005,,2.7,,2.5,,327,,22,,6.7,,1.2,
141269,2009-01-11 13:30,11,-7.2,,95,,-7.9,,0,,87,,156,,-91,,1005,,1.8,,1.6,,320,,28,,4.9,,1.2,
141270,2009-01-11 13:45,11,-6.7,,95,,-7.4,,0,,68,,122,,-44,,1005,,2.4,,2.2,,330,,22,,6.3,,1.2,
141271,2009-01-11 14:00,11,-6.9,,95,,-7.6,,0,,81,,142,,-70,,1006,,2.1,,1.9,,324,,25,,5.8,,1.2,
141272,2009-01-11 14:15,11,-6.1,,95,,-6.7,,0.3,,153,,237,,-91,,1006,,2.2,,2,,317,,25,,5.6,,1.2,
141273,2009-01-11 14:30,11,-5.5,,95,,-6.1,,0,,109,,179,,-71,,1006,,1.9,,1.6,,337,,30,,5.5,,1.2,
141274,2009-01-11 14:45,11,-5.3,,95,,-6,,0.3,,75,,130,,-40,,1006,,1.5,,1.2,,353,,37,,4.4,,1.2,
141275,2009-01-11 15:00,11,-5.3,,95,,-6,,0.3,,105,,164,,-60,,1006,,1.2,,0.9,,355,,39,,5.7,,1.2,
141276,2009-01-11 15:15,11,-4.9,,95,,-5.5,,0.3,,89,,139,,-41,,1006,,1.5,,1.2,,358,,33,,6.4,,1.2,
141277,2009-01-11 15:30,11,-4.5,,95,,-5.2,,0.3,,104,,152,,-21,,1006,,1.1,,0.8,,12,,40,,4.1,,1.2,
141278,2009-01-11 15:45,11,-4.4,,96,,-5.1,,0.8,,61,,91,,4,,1006,,1.3,,1.1,,343,,29,,5.4,,1.2,
141279,2009-01-11 16:00,11,-5.2,,96,,-5.8,,0.3,,33,,51,,-6,,1006,,1.6,,1.4,,339,,27,,5.1,,1.2,
141280,2009-01-11 16:15,11,-5.6,,96,,-6.2,,0,,14,,24,,-14,,1006,,0.4,,0.2,,15,,47,,2.4,,1.2,
141281,2009-01-11 16:30,11,-6,,96,,-6.6,,0,,6,,11,,-14,,1007,,0.3,,0.2,,357,,36,,1.9,,1.2,
141282,2009-01-11 16:45,11,-6.7,,96,,-7.3,,0,,2,,3,,-13,,1007,,0.6,,0.5,,13,,24,,2.3,,1.2,
141283,2009-01-11 17:00,11,-7.5,,95,,-8.2,,0,,0,,0,,-7,,1007,,0.4,,0.3,,339,,21,,1.6,,1.2,
141284,2009-01-11 17:15,11,-8.1,,95,,-8.8,,0,,0,,0,,-10,,1007,,0.2,,0.1,,309,,22,,1.2,,1.2,
141285,2009-01-11 17:30,11,-8.6,,95,,-9.3,,0,,0,,0,,-9,,1007,,0.3,,0.3,,72,,30,,1.2,,1.2,
141286,2009-01-11 17:45,11,-9,,95,,-9.7,,0,,0,,0,,-10,,1007,,0.2,,0.1,,6,,29,,1.1,,1.2,
141287,2009-01-11 18:00,11,-8.9,,95,,-9.6,,0,,0,,0,,-12,,1007,,0.5,,0.4,,348,,24,,2,,1.2,
141288,2009-01-11 18:15,11,-8.9,,94,,-9.7,,0.3,,0,,0,,-19,,1007,,0.7,,0.5,,329,,37,,2.8,,1.2,
141289,2009-01-11 18:30,11,-8.9,,95,,-9.6,,0,,0,,0,,-13,,1008,,0.5,,0.4,,340,,25,,2.6,,1.2,
141290,2009-01-11 18:45,11,-9,,94,,-9.7,,0,,0,,0,,-8,,1008,,0.3,,0.2,,319,,21,,1.6,,1.2,
141291,2009-01-11 19:00,11,-9.4,,94,,-10.1,,0,,0,,0,,-16,,1008,,0.4,,0.4,,326,,21,,1.8,,1.2,
141292,2009-01-11 19:15,11,-9,,95,,-9.7,,0,,0,,0,,-19,,1009,,0.8,,0.7,,324,,22,,2.5,,1.2,
141293,2009-01-11 19:30,11,-8.8,,95,,-9.5,,0,,0,,0,,-16,,1009,,1,,0.9,,326,,22,,2.5,,1.2,
141294,2009-01-11 19:45,11,-9,,94,,-9.7,,0,,0,,0,,-13,,1009,,0.9,,0.7,,349,,34,,2.7,,1.2,
141295,2009-01-11 20:00,11,-9.3,,94,,-10.1,,0,,0,,0,,-15,,1009,,0.8,,0.7,,349,,30,,3.3,,1.2,
141296,2009-01-11 20:15,11,-9.6,,94,,-10.4,,0,,0,,0,,-16,,1009,,0.8,,0.7,,34,,24,,2.5,,1.2,
141297,2009-01-11 20:30,11,-9.8,,94,,-10.6,,0,,0,,0,,-18,,1008,,1,,0.8,,12,,39,,3.6,,1.2,
141298,2009-01-11 20:45,11,-9.6,,94,,-10.4,,0,,0,,0,,-13,,1008,,0.5,,0.4,,38,,26,,2.1,,1.2,
141299,2009-01-11 21:00,11,-10,,93,,-10.9,,0,,0,,0,,-9,,1008,,0.4,,0.3,,50,,29,,2,,1.2,
141300,2009-01-11 21:15,11,-10.2,,93,,-11.1,,0,,0,,0,,-14,,1008,,0.7,,0.6,,18,,32,,2.4,,1.2,
141301,2009-01-11 21:30,11,-10.3,,93,,-11.2,,0,,0,,0,,-11,,1008,,0.6,,0.5,,358,,27,,2.2,,1.2,
141302,2009-01-11 21:45,11,-10.5,,93,,-11.4,,0,,0,,0,,-4,,1008,,0.2,,0.1,,34,,36,,0.8,,1.2,
141303,2009-01-11 22:00,11,-10.9,,93,,-11.9,,0,,0,,0,,-6,,1008,,0.3,,0.3,,83,,28,,1,,1.2,
141304,2009-01-11 22:15,11,-11.1,,93,,-12.1,,0,,0,,0,,-6,,1008,,0.2,,0.1,,343,,38,,1.5,,1.2,
141305,2009-01-11 22:30,11,-11,,93,,-11.9,,0,,0,,0,,-4,,1008,,0.3,,0.1,,168,,54,,0.7,,1.2,
141306,2009-01-11 22:45,11,-10.6,,93,,-11.6,,0,,0,,0,,0,,1008,,0.1,,0.1,,331,,19,,1.1,,1.2,
141307,2009-01-11 23:00,11,-10.5,,93,,-11.4,,0,,0,,0,,-1,,1009,,0,,0,,339,,5,,0.4,,1.2,
141308,2009-01-11 23:15,11,-10.3,,93,,-11.2,,0,,0,,0,,-1,,1009,,0.2,,0.2,,258,,21,,0.6,,1.2,
141309,2009-01-11 23:30,11,-10.1,,93,,-11,,0,,0,,0,,-2,,1009,,0.1,,0.1,,277,,3,,0.5,,1.2,
141310,2009-01-11 23:45,11,-9.9,,93,,-10.8,,0,,0,,0,,-2,,1009,,0.5,,0.4,,314,,22,,1.7,,1.2,
141311,2009-01-12 0:00,11,-9.7,,94,,-10.5,,0,,0,,0,,-3,,1009,,1.5,,1.5,,315,,15,,4.4,,1.2,
141312,2009-01-12 0:15,12,-9.7,,93,,-10.5,,0,,0,,0,,0,,1009,,1.5,,1.4,,292,,24,,3.4,,1.2,
141313,2009-01-12 0:30,12,-9.8,,93,,-10.7,,0,,0,,0,,-1,,1009,,1.2,,1,,294,,28,,3,,1.2,
141314,2009-01-12 0:45,12,-9.9,,93,,-10.8,,0,,0,,0,,-1,,1009,,1.4,,1.2,,308,,23,,2.9,,1.2,
141315,2009-01-12 1:00,12,-10.1,,93,,-11,,0,,0,,0,,-1,,1009,,1.1,,1,,318,,23,,2.8,,1.2,
141316,2009-01-12 1:15,12,-10.1,,93,,-11,,0,,0,,0,,-2,,1009,,1.4,,1.2,,320,,24,,3.6,,1.2,
141317,2009-01-12 1:30,12,-10,,93,,-10.9,,0,,0,,0,,-3,,1009,,1.1,,1,,335,,25,,3.2,,1.2,
141318,2009-01-12 1:45,12,-9.9,,93,,-10.8,,0,,0,,0,,-3,,1008,,1,,0.8,,27,,33,,3.5,,1.2,
141319,2009-01-12 2:00,12,-9.8,,93,,-10.7,,0,,0,,0,,-3,,1008,,1.1,,0.9,,47,,30,,3.3,,1.2,
141320,2009-01-12 2:15,12,-9.8,,93,,-10.7,,0,,0,,0,,-3,,1008,,0.9,,0.7,,21,,36,,2.4,,1.2,
141321,2009-01-12 2:30,12,-9.7,,93,,-10.6,,0,,0,,0,,-3,,1008,,0.3,,0.2,,12,,37,,1.5,,1.2,
141322,2009-01-12 2:45,12,-9.7,,93,,-10.6,,0,,0,,0,,-3,,1009,,0.8,,0.6,,356,,37,,2.3,,1.2,
141323,2009-01-12 3:00,12,-9.8,,93,,-10.7,,0,,0,,0,,-3,,1009,,0.6,,0.5,,329,,33,,1.9,,1.2,
141324,2009-01-12 3:15,12,-9.8,,93,,-10.7,,0,,0,,0,,-3,,1009,,0.5,,0.4,,312,,33,,1.5,,1.2,
141325,2009-01-12 3:30,12,-9.9,,93,,-10.9,,0,,0,,0,,-2,,1009,,0.8,,0.7,,293,,29,,1.8,,1.2,
141326,2009-01-12 3:45,12,-10.1,,93,,-11.1,,0,,0,,0,,-3,,1009,,1.1,,1,,306,,24,,3,,1.2,
141327,2009-01-12 4:00,12,-10.2,,93,,-11.2,,0,,0,,0,,-4,,1009,,1,,0.8,,312,,35,,2.5,,1.2,
141328,2009-01-12 4:15,12,-10.3,,93,,-11.3,,0,,0,,0,,-4,,1009,,0.8,,0.7,,306,,23,,2.4,,1.2,
141329,2009-01-12 4:30,12,-10.4,,93,,-11.3,,0,,0,,0,,-4,,1009,,0.7,,0.6,,315,,31,,2,,1.2,
141330,2009-01-12 4:45,12,-10.4,,93,,-11.4,,0,,0,,0,,-8,,1009,,0.8,,0.6,,356,,35,,2.1,,1.2,
141331,2009-01-12 5:00,12,-10.5,,93,,-11.5,,0,,0,,0,,-11,,1008,,0.8,,0.6,,4,,37,,2.9,,1.2,
141332,2009-01-12 5:15,12,-10.6,,92,,-11.6,,0,,0,,0,,-11,,1009,,0.8,,0.6,,7,,43,,2.9,,1.2,
141333,2009-01-12 5:30,12,-10.7,,93,,-11.6,,0,,0,,0,,-11,,1009,,1,,0.9,,310,,22,,2.1,,1.2,
141334,2009-01-12 5:45,12,-10.7,,92,,-11.7,,0,,0,,0,,-8,,1009,,1.2,,1,,315,,26,,2.6,,1.2,
141335,2009-01-12 6:00,12,-10.7,,92,,-11.7,,0,,0,,0,,-7,,1009,,0.9,,0.8,,321,,25,,2.5,,1.2,
141336,2009-01-12 6:15,12,-10.8,,92,,-11.9,,0,,0,,0,,-8,,1009,,0.8,,0.7,,322,,29,,2.3,,1.2,
141337,2009-01-12 6:30,12,-11,,92,,-12,,0,,0,,0,,-10,,1009,,0.7,,0.5,,345,,32,,2.3,,1.2,
141338,2009-01-12 6:45,12,-11.2,,92,,-12.2,,0,,0,,0,,-11,,1009,,0.8,,0.7,,326,,30,,2.8,,1.2,
141339,2009-01-12 7:00,12,-11.4,,92,,-12.5,,0,,0,,0,,-18,,1010,,1.2,,1.1,,334,,23,,3.5,,1.2,
141340,2009-01-12 7:15,12,-11.5,,92,,-12.6,,0,,0,,1,,-13,,1010,,0.7,,0.7,,330,,28,,2.1,,1.2,
141341,2009-01-12 7:30,12,-11.9,,91,,-13,,0,,2,,5,,-11,,1010,,0.8,,0.7,,300,,14,,1.9,,1.2,
141342,2009-01-12 7:45,12,-11.9,,92,,-13,,0,,7,,13,,-19,,1010,,0.8,,0.7,,309,,24,,2.4,,1.2,
141343,2009-01-12 8:00,12,-11.6,,92,,-12.6,,0,,16,,27,,-23,,1011,,0.6,,0.5,,299,,26,,1.4,,1.2,
141344,2009-01-12 8:15,12,-11.2,,92,,-12.2,,0,,30,,51,,-27,,1011,,0.4,,0.4,,285,,19,,1.2,,1.2,
141345,2009-01-12 8:30,12,-10.7,,93,,-11.6,,0,,84,,125,,-45,,1011,,0.7,,0.7,,296,,22,,2.4,,1.2,
141346,2009-01-12 8:45,12,-10,,93,,-10.9,,0,,94,,143,,-30,,1011,,1,,0.9,,299,,23,,2.5,,1.2,
141347,2009-01-12 9:00,12,-9.9,,93,,-10.8,,0,,113,,176,,-63,,1012,,0.9,,0.8,,293,,28,,2.3,,1.2,
141348,2009-01-12 9:15,12,-9.7,,92,,-10.7,,0,,59,,105,,-25,,1012,,1.3,,1.2,,296,,25,,3.5,,1.2,
141349,2009-01-12 9:30,12,-10,,92,,-11,,0,,105,,171,,-77,,1012,,1.2,,1,,312,,28,,3.2,,1.2,
141350,2009-01-12 9:45,12,-9.2,,94,,-10.1,,0,,163,,251,,-104,,1012,,1,,0.9,,290,,23,,2.6,,1.2,
141351,2009-01-12 10:00,12,-8.1,,94,,-8.9,,0,,202,,305,,-115,,1013,,1.3,,1.3,,277,,20,,3.1,,1.2,
141352,2009-01-12 10:15,12,-7.7,,94,,-8.5,,0,,161,,254,,-80,,1013,,1.8,,1.6,,281,,26,,3.8,,1.2,
141353,2009-01-12 10:30,12,-8,,93,,-8.9,,0,,136,,227,,-102,,1013,,1.6,,1.4,,307,,27,,3.9,,1.2,
141354,2009-01-12 10:45,12,-7.8,,94,,-8.6,,0,,132,,219,,-91,,1013,,1.8,,1.6,,296,,25,,5.3,,1.2,
141355,2009-01-12 11:00,12,-7.1,,94,,-7.9,,0,,223,,337,,-140,,1013,,1.6,,1.4,,312,,28,,3.8,,1.2,
141356,2009-01-12 11:15,12,-6.1,,94,,-6.9,,0,,232,,349,,-144,,1013,,1.3,,1.1,,306,,31,,3.1,,1.2,
141357,2009-01-12 11:30,12,-6.2,,94,,-7.1,,0,,226,,341,,-130,,1013,,1.6,,1.4,,308,,29,,3.7,,1.2,
141358,2009-01-12 11:45,12,-6.7,,93,,-7.5,,0,,216,,328,,-122,,1013,,2.5,,2.3,,286,,24,,6,,1.2,
141359,2009-01-12 12:00,12,-6.6,,94,,-7.4,,0,,239,,358,,-151,,1013,,1.9,,1.7,,295,,25,,5.8,,1.2,
141360,2009-01-12 12:15,12,-6.2,,94,,-7,,0,,231,,347,,-132,,1013,,2.1,,1.9,,284,,21,,5.2,,1.2,
141361,2009-01-12 12:30,12,-5.9,,94,,-6.7,,0,,238,,357,,-132,,1013,,1.7,,1.6,,299,,25,,4.4,,1.2,
141362,2009-01-12 12:45,12,-6.3,,94,,-7.1,,0,,243,,362,,-129,,1013,,2.5,,2.3,,294,,24,,6.6,,1.2,
141363,2009-01-12 13:00,12,-5.9,,94,,-6.7,,0,,240,,357,,-121,,1013,,2.2,,1.9,,289,,30,,4.7,,1.2,
141364,2009-01-12 13:15,12,-5.9,,94,,-6.8,,0,,213,,322,,-111,,1013,,2.5,,2.2,,287,,30,,5.2,,1.2,
141365,2009-01-12 13:30,12,-5.6,,94,,-6.5,,0,,247,,369,,-111,,1013,,2.4,,2.2,,299,,25,,5.4,,1.2,
141366,2009-01-12 13:45,12,-5.2,,94,,-6,,0,,230,,350,,-106,,1013,,1.9,,1.7,,277,,27,,4.1,,1.2,
141367,2009-01-12 14:00,12,-4.7,,94,,-5.6,,0,,216,,331,,-84,,1013,,1.7,,1.6,,287,,24,,4.6,,1.2,
141368,2009-01-12 14:15,12,-4.8,,94,,-5.7,,0,,214,,330,,-71,,1013,,2.1,,2,,291,,21,,4.5,,1.2,
141369,2009-01-12 14:30,12,-4.6,,94,,-5.5,,0,,209,,320,,-70,,1014,,1.5,,1.4,,292,,25,,4.1,,1.2,
141370,2009-01-12 14:45,12,-4.3,,93,,-5.2,,0,,207,,311,,-52,,1014,,1.7,,1.6,,291,,24,,4.8,,1.2,
141371,2009-01-12 15:00,12,-4.8,,92,,-5.9,,0,,184,,273,,-33,,1014,,2.3,,2.1,,279,,20,,5.2,,1.2,
141372,2009-01-12 15:15,12,-4.9,,92,,-6,,0,,170,,242,,-20,,1014,,2,,1.9,,258,,24,,4.8,,1.2,
141373,2009-01-12 15:30,12,-5.4,,92,,-6.6,,0,,71,,110,,-13,,1015,,1.5,,1.4,,268,,23,,3.9,,1.2,
141374,2009-01-12 15:45,12,-6.1,,92,,-7.1,,0,,20,,44,,-27,,1014,,1,,0.9,,280,,26,,2.4,,1.2,
141375,2009-01-12 16:00,12,-6.5,,93,,-7.4,,0,,18,,36,,-24,,1014,,0.4,,0.4,,304,,30,,1.9,,1.2,
141376,2009-01-12 16:15,12,-6.8,,94,,-7.7,,0,,15,,25,,-17,,1014,,0.5,,0.4,,244,,24,,1.7,,1.2,
141377,2009-01-12 16:30,12,-7.3,,94,,-8.1,,0,,11,,15,,-12,,1015,,0.3,,0.1,,218,,44,,0.8,,1.2,
141378,2009-01-12 16:45,12,-7.8,,94,,-8.6,,0,,2,,4,,-11,,1016,,0.6,,0.5,,257,,30,,1.9,,1.2,
141379,2009-01-12 17:00,12,-8.3,,94,,-9.1,,0,,0,,1,,-16,,1016,,0.3,,0.1,,137,,45,,1,,1.2,
141380,2009-01-12 17:15,12,-8.5,,94,,-9.3,,0,,0,,0,,-15,,1016,,0.3,,0.2,,300,,35,,2.1,,1.2,
141381,2009-01-12 17:30,12,-8.7,,94,,-9.6,,0,,0,,0,,-10,,1017,,0.5,,0.4,,196,,23,,1.9,,1.2,
141382,2009-01-12 17:45,12,-9.5,,93,,-10.3,,0,,0,,0,,-10,,1017,,0.2,,0.2,,193,,22,,0.9,,1.2,
141383,2009-01-12 18:00,12,-9.3,,94,,-10.1,,0,,0,,0,,-18,,1017,,0.2,,0.2,,66,,6,,0.8,,1.2,
141384,2009-01-12 18:15,12,-9.5,,94,,-10.4,,0,,0,,0,,-17,,1017,,0.5,,0.5,,71,,14,,0.8,,1.3,
141385,2009-01-12 18:30,12,-9.8,,93,,-10.7,,0,,0,,0,,-22,,1016,,0.6,,0.5,,50,,26,,1.3,,1.3,
141386,2009-01-12 18:45,12,-10.3,,93,,-11.3,,0,,0,,0,,-17,,1016,,0.5,,0.5,,72,,8,,1.2,,1.3,
141387,2009-01-12 19:00,12,-10.6,,93,,-11.6,,0,,0,,0,,-14,,1017,,0.5,,0.4,,45,,32,,1.8,,1.3,
141388,2009-01-12 19:15,12,-11,,92,,-12.1,,0,,0,,0,,-23,,1017,,0.9,,0.8,,65,,18,,1.4,,1.3,
141389,2009-01-12 19:30,12,-10.8,,92,,-11.8,,0,,0,,0,,-16,,1017,,0.7,,0.6,,71,,24,,1.3,,1.3,
141390,2009-01-12 19:45,12,-11.4,,91,,-12.6,,0,,0,,0,,-14,,1017,,0.9,,0.9,,76,,1,,1.2,,1.3,
141391,2009-01-12 20:00,12,-11.5,,92,,-12.6,,0,,0,,0,,-14,,1017,,0.7,,0.6,,53,,17,,1.1,,1.3,
141392,2009-01-12 20:15,12,-11.6,,92,,-12.7,,0,,0,,0,,-17,,1017,,0.6,,0.6,,42,,10,,1,,1.3,
141393,2009-01-12 20:30,12,-11.3,,92,,-12.3,,0,,0,,0,,-11,,1017,,0,,0,,25,,1,,0.4,,1.3,
141394,2009-01-12 20:45,12,-10.7,,93,,-11.6,,0,,0,,0,,-22,,1017,,0.2,,0.2,,28,,3,,0.7,,1.3,
141395,2009-01-12 21:00,12,-10.8,,92,,-11.8,,0,,0,,0,,-15,,1017,,0.4,,0.3,,59,,31,,1,,1.3,
141396,2009-01-12 21:15,12,-10.6,,93,,-11.5,,0,,0,,0,,-16,,1017,,0.2,,0.2,,0,,27,,1.1,,1.3,
141397,2009-01-12 21:30,12,-10.7,,92,,-11.6,,0,,0,,0,,-11,,1018,,0,,0,,31,,0,,0.3,,1.3,
141398,2009-01-12 21:45,12,-10.6,,93,,-11.6,,0,,0,,0,,-11,,1018,,0.1,,0.1,,15,,6,,0.3,,1.3,
141399,2009-01-12 22:00,12,-11,,92,,-12,,0,,0,,0,,-16,,1018,,0.3,,0.3,,104,,6,,0.9,,1.3,
141400,2009-01-12 22:15,12,-10.6,,93,,-11.5,,0,,0,,0,,-17,,1018,,0.1,,0.1,,82,,0,,0.6,,1.3,
141401,2009-01-12 22:30,12,-10.5,,93,,-11.4,,0,,0,,0,,-16,,1018,,0.1,,0.1,,82,,0,,0.5,,1.3,
141402,2009-01-12 22:45,12,-10.4,,93,,-11.4,,0,,0,,0,,-20,,1018,,0.6,,0.6,,76,,15,,1.3,,1.3,
141403,2009-01-12 23:00,12,-10.6,,93,,-11.6,,0,,0,,0,,-16,,1017,,0.4,,0.4,,68,,19,,1.3,,1.3,
141404,2009-01-12 23:15,12,-11.2,,91,,-12.3,,0,,0,,0,,-14,,1017,,1.1,,1.1,,92,,15,,2.1,,1.3,
141405,2009-01-12 23:30,12,-11.1,,92,,-12.2,,0,,0,,0,,-7,,1018,,0.4,,0.4,,42,,10,,0.9,,1.3,
141406,2009-01-12 23:45,12,-11.1,,93,,-12.1,,0,,0,,0,,-14,,1018,,0.4,,0.4,,343,,33,,1.1,,1.3,
141407,2009-01-13 0:00,12,-10.5,,93,,-11.4,,0,,0,,0,,-17,,1018,,0.6,,0.6,,300,,24,,1.3,,1.3,
141408,2009-01-13 0:15,13,-10.2,,93,,-11.1,,0,,0,,0,,-13,,1018,,0.4,,0.4,,322,,6,,0.9,,1.3,
141409,2009-01-13 0:30,13,-10.2,,93,,-11.2,,0,,0,,0,,-12,,1019,,0.2,,0.2,,316,,12,,0.8,,1.3,
141410,2009-01-13 0:45,13,-10.5,,93,,-11.4,,0,,0,,0,,-12,,1018,,0,,0,,28,,16,,0.4,,1.3,
141411,2009-01-13 1:00,13,-10.3,,93,,-11.3,,0,,0,,0,,-8,,1018,,0.5,,0.5,,77,,21,,0.9,,1.3,
141412,2009-01-13 1:15,13,-10.3,,93,,-11.2,,0,,0,,0,,-10,,1018,,0.6,,0.6,,89,,10,,1.2,,1.3,
141413,2009-01-13 1:30,13,-10.1,,93,,-11,,0,,0,,0,,-6,,1018,,0.5,,0.4,,94,,16,,0.9,,1.3,
141414,2009-01-13 1:45,13,-9.9,,93,,-10.8,,0,,0,,0,,-7,,1018,,0.3,,0.3,,100,,11,,0.9,,1.3,
141415,2009-01-13 2:00,13,-9.5,,93,,-10.3,,0,,0,,0,,-8,,1018,,0.5,,0.4,,77,,16,,1,,1.3,
141416,2009-01-13 2:15,13,-9.8,,93,,-10.8,,0,,0,,0,,-7,,1018,,0.3,,0.3,,113,,28,,1.4,,1.3,
141417,2009-01-13 2:30,13,-9.3,,94,,-10.1,,0,,0,,0,,-9,,1018,,0.2,,0.2,,82,,31,,1,,1.3,
141418,2009-01-13 2:45,13,-9.1,,94,,-10,,0,,0,,0,,-6,,1018,,0.2,,0.1,,147,,30,,1.3,,1.3,
141419,2009-01-13 3:00,13,-8.6,,94,,-9.4,,0,,0,,0,,-6,,1018,,0.5,,0.4,,161,,37,,3.6,,1.3,
141420,2009-01-13 3:15,13,-8.3,,94,,-9.1,,0,,0,,0,,-7,,1018,,0.9,,0.8,,183,,26,,3.3,,1.3,
141421,2009-01-13 3:30,13,-8.4,,93,,-9.3,,0,,0,,0,,-12,,1017,,1,,0.9,,166,,25,,3,,1.3,
141422,2009-01-13 3:45,13,-8.8,,93,,-9.7,,0,,0,,0,,-12,,1017,,0.8,,0.7,,157,,22,,2.6,,1.3,
141423,2009-01-13 4:00,13,-9.1,,93,,-10.1,,0,,0,,0,,-14,,1017,,0.6,,0.5,,142,,33,,1.7,,1.3,
141424,2009-01-13 4:15,13,-9.4,,93,,-10.4,,0,,0,,0,,-9,,1017,,0.4,,0.3,,165,,26,,1.5,,1.3,
141425,2009-01-13 4:30,13,-9.6,,93,,-10.5,,0,,0,,0,,-14,,1017,,0.2,,0.2,,226,,24,,1.8,,1.3,
141426,2009-01-13 4:45,13,-9.6,,93,,-10.6,,0,,0,,0,,-16,,1017,,0.4,,0.3,,168,,33,,2,,1.3,
141427,2009-01-13 5:00,13,-9.5,,93,,-10.4,,0,,0,,0,,-15,,1017,,1.4,,1.3,,171,,20,,3.3,,1.3,
141428,2009-01-13 5:15,13,-9.1,,93,,-10,,0,,0,,0,,-10,,1017,,1.4,,1.4,,177,,17,,3.3,,1.3,
141429,2009-01-13 5:30,13,-9,,93,,-9.9,,0,,0,,0,,-8,,1017,,0.9,,0.9,,188,,21,,2.3,,1.3,
141430,2009-01-13 5:45,13,-9,,93,,-9.9,,0,,0,,0,,-14,,1017,,1.7,,1.6,,172,,16,,3.2,,1.3,
141431,2009-01-13 6:00,13,-8.9,,93,,-9.8,,0,,0,,0,,-12,,1017,,2.3,,2.2,,173,,16,,5.2,,1.3,
141432,2009-01-13 6:15,13,-8.5,,93,,-9.5,,0,,0,,0,,-12,,1016,,2.7,,2.6,,173,,16,,6,,1.3,
141433,2009-01-13 6:30,13,-8.3,,92,,-9.4,,0,,0,,0,,-12,,1016,,2.8,,2.7,,172,,16,,5.6,,1.3,
141434,2009-01-13 6:45,13,-8.3,,92,,-9.4,,0,,0,,0,,-13,,1016,,2.4,,2.3,,167,,17,,5.2,,1.3,
141435,2009-01-13 7:00,13,-8.5,,92,,-9.6,,0,,0,,0,,-11,,1016,,2.1,,2,,158,,19,,4.5,,1.3,
141436,2009-01-13 7:15,13,-8.8,,92,,-9.8,,0,,0,,1,,-12,,1016,,1.9,,1.8,,159,,20,,4.5,,1.3,
141437,2009-01-13 7:30,13,-8.6,,92,,-9.6,,0,,3,,5,,-13,,1016,,2.4,,2.3,,169,,16,,5.1,,1.3,
141438,2009-01-13 7:45,13,-8.4,,92,,-9.4,,0,,7,,11,,-16,,1016,,2,,1.9,,176,,16,,4.5,,1.3,
141439,2009-01-13 8:00,13,-7.8,,92,,-8.8,,0,,11,,19,,-21,,1016,,2.2,,2.1,,168,,17,,4.5,,1.3,
141440,2009-01-13 8:15,13,-7.8,,92,,-8.9,,0,,13,,24,,-19,,1016,,2.1,,2,,153,,18,,4,,1.3,
141441,2009-01-13 8:30,13,-7.6,,93,,-8.6,,0,,25,,44,,-30,,1015,,2.2,,2.1,,160,,19,,5.4,,1.3,
141442,2009-01-13 8:45,13,-7.2,,93,,-8.2,,0,,39,,68,,-43,,1015,,2.7,,2.5,,168,,19,,5.4,,1.3,
141443,2009-01-13 9:00,13,-6.8,,92,,-7.8,,0,,27,,50,,-35,,1015,,2.7,,2.6,,168,,16,,5.7,,1.3,
141444,2009-01-13 9:15,13,-6.7,,92,,-7.7,,0,,30,,53,,-35,,1015,,2.5,,2.3,,162,,22,,4.8,,1.3,
141445,2009-01-13 9:30,13,-6.4,,92,,-7.5,,0,,70,,121,,-56,,1015,,2.4,,2.2,,156,,19,,4.7,,1.3,
141446,2009-01-13 9:45,13,-6,,91,,-7.2,,0,,116,,195,,-77,,1015,,2.1,,2,,149,,21,,5.1,,1.3,
141447,2009-01-13 10:00,13,-5.3,,90,,-6.6,,0,,206,,330,,-92,,1015,,2.6,,2.4,,157,,21,,5.5,,1.3,
141448,2009-01-13 10:15,13,-4.6,,89,,-6.2,,0,,209,,342,,-113,,1015,,2.6,,2.5,,180,,18,,5.1,,1.3,
141449,2009-01-13 10:30,13,-4.1,,88,,-5.7,,0,,130,,232,,-82,,1015,,2,,1.8,,204,,27,,5.7,,1.3,
141450,2009-01-13 10:45,13,-4.1,,87,,-5.9,,0,,107,,193,,-74,,1014,,2.6,,2.3,,191,,26,,6.7,,1.3,
141451,2009-01-13 11:00,13,-4.4,,86,,-6.3,,0,,68,,129,,-66,,1013,,3.3,,3.1,,179,,20,,6.9,,1.3,
141452,2009-01-13 11:15,13,-4.1,,86,,-6.1,,0,,98,,176,,-76,,1013,,2.5,,2.4,,182,,22,,5.4,,1.3,
141453,2009-01-13 11:30,13,-3.8,,85,,-6,,0,,118,,210,,-81,,1012,,2.6,,2.4,,185,,21,,5.4,,1.3,
